unnamed:_1,unnamed:_2,unnamed:_3,unnamed:_4,unnamed:_5,unnamed:_6,unnamed:_7,unnamed:_8,unnamed:_9
MOVEMENT OF NON-PERFORMING ASSETS (NPAs) OF SCHEDULED COMMERCIAL BANKS,,,,,,,,
(Amount in ₹ Crores),,,,,,,,
,,As on March 31,,,,,,
Year,Bank,Gross NPAs,,,,,Net NPAs,
,,Opening Balance,Addition during the Year,Reduction during the Year,Write-off during the Year,Closing Balance,Opening Balance,Closing Balance
,,(2),(3),(4),(5),(6),(7),(8)
,CENTRAL BANK OF INDIA,38130.7,10328.64,5728.09,10375.21,32356.04,17377.87,11333.24
,CORPORATION BANK,22213.44,6282.6,1782.92,5989.44,20723.68,14077.02,6926.64
,DENA BANK,16361.44,5375.17,4296.21,4672.46,12767.94,7838.78,4166.97
,INDIAN BANK,11990.14,6444.96,2207.82,2873.83,13353.45,5959.56,6793.11
,INDIAN OVERSEAS BANK,38180.15,8844.54,5943.75,7682.82,33398.12,20399.66,14368.3
,ORIENTAL BANK OF COMMERCE,26133.64,7066.15,5025.69,6457.03,21717.07,14282.88,9439.62
,PUNJAB AND SIND BANK,7801.65,3666.37,1227.11,1635.04,8605.87,4607.87,4994.23
,PUNJAB NATIONAL BANK,86620.05,19904.11,15798.2,12253.26,78472.7,48684.29,30037.66
,STATE BANK OF INDIA,223427.46,32738.05,24509.97,58905.18,172750.36,110854.7,65894.74
,SYNDICATE BANK,25758.6,11592.01,5895.74,6774.5,24680.37,13239.46,12627.73
,UCO BANK,30549.92,9082.44,5323.72,4420.31,29888.33,14082.07,9649.92
,UNION BANK OF INDIA,49369.93,13576.72,6446.96,7770.54,48729.15,24326.31,20332.42
,UNITED BANK OF INDIA,16552.11,2870.52,2003.96,5365.29,12053.38,10316.3,5785.61
,VIJAYA BANK,7526.09,5457.81,2542.55,1518.05,8923.3,5021.24,4018.37
,PUBLIC SECTOR BANKS,840013.01,210531.87,127835.39,183168.49,739541,425807.52,285122.17
,AXIS BANK LIMITED,34248.64,13871.09,9100.84,9229.45,29789.44,16591.71,11275.6
,BANDHAN BANK LIMITED,373.14,763.86,39.95,277.49,819.56,172.9,228.32
,CITY UNION BANK LIMITED,856.55,632.16,247.56,264.1,977.05,474.78,591.46
,CSB BANK LIMITED,764.13,197.45,130.95,300.01,530.62,416.29,240.68
,DCB BANK LIMITED,369.03,420.47,283.23,66.79,439.48,146.72,153.77
,DHANLAXMI BANK LIMITED,469.31,142.69,112.94,3.22,495.84,194.65,151.71
,FEDERAL BANK LTD,2795.62,1667.98,1016.61,186.31,3260.68,1551.96,1626.2
,HDFC BANK LTD.,8606.97,14382.03,7184.48,4580.36,11224.16,2601.02,3214.52
,ICICI BANK LIMITED,53240.18,10595.96,6602.97,11557.13,45676.04,27823.56,13449.72
,IDBI BANK LIMITED#,55588.25,18208.24,7850.49,15918.06,50027.94,28665.14,14837.44
,IDFC FIRST BANK LIMITED,1779.05,2369.47,1696.03,316.45,2136.04,891.16,1106.63
,INDUSIND BANK LTD,1704.91,5386.83,1221.35,1922.98,3947.41,745.67,2248.28
,JAMMU & KASHMIR BANK LTD,6006.7,2964.6,1442.09,1307.86,6221.35,2791.12,3239.61
,KARNATAKA BANK LTD,2376.07,1447.86,468.28,899.27,2456.38,1400.51,1616.71
,KARUR VYSYA BANK LTD,3015.76,2342.92,461.66,447.45,4449.57,1862.83,2420.34
,KOTAK MAHINDRA BANK LTD.,3825.38,1995.24,1133.12,219.56,4467.94,1665.05,1544.37
,LAKSHMI VILAS BANK LTD,2694.21,1412.21,486.79,260.64,3358.99,1457.89,1506.29
,NAINITAL BANK LTD,167.48,252.91,31.21,0.96,388.22,38.25,199.52
,RBL BANK LTD,566.73,707.01,198.91,320.21,754.62,312.56,372.74
,SOUTH INDIAN BANK LTD,1980.3,1847.86,409.76,286.74,3131.66,1415.8,2163.62
,TAMILNAD MERCANTILE BANK LTD,868.28,947.23,383.63,263.77,1168.11,513.29,636.51
,YES BANK LTD.,2626.802,7970.331,2245.64,468.933,7882.56,1312.746,4484.85
,PRIVATE SECTOR BANKS,184923.492,90526.401,42748.49,49097.743,183603.66,93045.606,67308.89
,AB BANK LIMITED,8.898,-,-,8.898,-,-,-
,ABU DHABI COMMERCIAL BANK PJSC,23.1076,53.3484,1.3521,21.7273,53.3766,1.3521,39.9503
,AMERICAN EXPRESS BANKING CORP.,84.849,707.375,426.1694,166.4665,199.5881,38.5472,108.2073
,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,-,99.9674,-,-,99.9674,-,-
,"BANK OF AMERICA , NATIONAL ASSOCIATION",-,-,-,-,-,-,-
,BANK OF BAHRAIN & KUWAIT B.S.C.,18.62,62.86,1.92,0.01,79.55,12.72,49.84
,BANK OF CEYLON,0.97,3.04,0.18,0.38,3.45,-,2.13
,BANK OF NOVA SCOTIA,94.0249,-,-,25.9796,68.0453,-,-
,BARCLAYS BANK PLC,78.352,220.8462,3.359,-,295.8392,-,54.3718
,BNP PARIBAS,6.9,-,-,-,6.9,-,-
,CITIBANK N.A,865.82,952.97,464.89,504.79,849.11,305.07,312.61
,COOPERATIEVE RABOBANK U.A.,236.4162,-,29.92,79.9645,126.5317,-,-
,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,383.56,13.45,142.81,251.03,3.17,56.99,-
,CREDIT SUISSE AG,-,260,-,-,260,-,107.69
,"CTBC BANK CO., LTD.",7.66,-,4.2,-,3.46,2.19,-0.35
,DBS BANK INDIA LIMITED,-,605.2391,4.6631,17.4044,583.1716,-,58.8628
,DEUTSCHE BANK AG,1023.316,821.6081,251.6318,168.855,1424.4373,304.9161,694.6507
,DOHA BANK Q.P.S.C.,8.8807,-,-,-,8.8807,-,-
,EMIRATES NBD BANK (P.J.S.C.),-,-,-,-,-,-,-
,FIRST ABU DHABI BANK PJSC,-,-,-,-,-,-,-
,FIRSTRAND BANK LTD,-,28,-,-,28,-,21
,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,924.2663,391.4319,358.7871,359.2029,597.7082,144.0101,129.117
,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,47.1734,2.8808,-,-,50.0542,-,-
,INDUSTRIAL BANK OF KOREA,-,-,-,-,-,-,-
,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,-,-,-,-,-,-,-
,JSC VTB BANK,19.81,-,-,19.81,-,-,-
,KEB HANA BANK,-,53.51,-,-,53.51,-,31.4
,KRUNG THAI BANK PUBLIC COMPANY LIMITED,-,-,-,-,-,-,-
,MASHREQ BANK PSC,-,-,-,-,-,-,-
,MIZUHO BANK LTD,6.34,-,-,-,6.34,-,-
,"MUFG BANK, LTD.",75.13,-,5.13,-,70,52.5,-
,NATIONAL AUSTRALIA BANK,-,-,-,-,-,-,-
,PT BANK MAYBANK INDONESIA TBK,17.78,-,-,-,17.78,-,-
,QATAR NATIONAL BANK (Q.P.S.C),-,-,-,-,-,-,-
,SBERBANK,91.8463,-,-,-,91.8463,-,-
,SBM BANK (INDIA) LIMITED,-,149.7451,0.4392,-,149.3059,-,50.6694
,SHINHAN BANK,-,100,-,-,100,-,85
,SOCIETE GENERALE,70,78.9178,-,-,148.9178,52.5,45.4466
,SONALI BANK,3.1453,1.4055,0.0884,-,4.4624,0.1327,1.0057
,STANDARD CHARTERED BANK,8441.1009,1419.606,861.2315,2308.6978,6690.7776,373.8457,259.8361
,SUMITOMO MITSUI BANKING CORPORATION,-,-,-,-,-,-,-
,THE ROYAL BANK OF SCOTLAND N.V.,114.7367,-,-,114.7367,-,-,-
,UNITED OVERSEAS BANK LTD,80.1936,75,-,-,155.1936,-,-
,WESTPAC BANKING CORPORATION,-,-,-,-,-,-,-
,WOORI BANK,-,12.8866,-,-,12.8866,-,-
,FOREIGN BANKS,12732.8969,6114.0879,2556.7716,4047.9527,12242.2605,1344.7739,2051.4377
,AU SMALL FINANCE BANK LIMITED,269.74,447.73,227.7,19.63,470.14,169.34,294.5
,CAPITAL SMALL FINANCE BANK LIMITED,21.1286,27.8447,15.0047,0.013,33.9556,15.4314,24.2204
,EQUITAS SMALL FINANCE BANK LIMITED,212.53,317.3,173.35,60.77,295.71,131.5,186.42
,ESAF SMALL FINANCE BANK LIMITED,121.05,76.08,33.75,89.37,74.01,84.81,35.2
,SURYODAY SMALL FINANCE BANK LIMITED,56.57,33.08,6.47,33.56,49.62,29.23,12.01
,UJJIVAN SMALL FINANCE BANK LIMITED,275.9204,83.5392,83.7523,177.855,97.8523,50.9337,27.5482
,UTKARSH SMALL FINANCE BANK LIMITED,57.47,60.26,22.3,29.86,65.57,33.72,5.69
,SMALL FINANCE BANKS,1014.409,1045.8339,562.327,411.058,1086.8579,514.9651,585.5886
2018,ALLAHABAD BANK,20687.83,12903.28,3379.08,3649.24,26562.79,13433.51,12229.13
,ANDHRA BANK,17669.98,13864.23,1744.25,1665.6,28124.36,10354.81,12636.87
,BANK OF BARODA,42718.7,24152.34,5442.47,4948.19,56480.38,18080.18,23482.65
,BANK OF INDIA,52044.52,25580.5,6251.76,9044.8,62328.46,25305.03,28207.27
,BANK OF MAHARASHTRA,17188.71,5734.87,2030.02,2460.33,18433.23,11331.19,9641.19
,CANARA BANK,34202.04,24760.76,3184.66,8309.67,47468.47,21648.98,28542.4
,CENTRAL BANK OF INDIA,27251.33,17071.24,3268.26,2923.61,38130.7,14217.83,17377.87
,CORPORATION BANK,17045.22,14576.86,1180.27,8228.37,22213.44,11692.18,14077.02
,DENA BANK,12618.73,6008.47,1604.64,661.12,16361.44,7735.12,7838.78
,IDBI BANK LIMITED,44752.59,38351.09,15000.65,12514.78,55588.25,25205.8,28665.14
,INDIAN BANK,9865.14,5041.23,1274.6,1641.63,11990.14,5606.57,5959.56
,INDIAN OVERSEAS BANK,35098.26,16824.79,6724.58,7018.32,38180.15,19749.32,20399.66
,ORIENTAL BANK OF COMMERCE,22859.27,12429.34,2798.05,6356.92,26133.64,14117.83,14282.88
,PUNJAB AND SIND BANK,6297.59,2591.75,627.88,459.81,7801.65,4375.08,4607.87
,PUNJAB NATIONAL BANK,55370.45,44274.33,5617.54,7407.19,86620.05,32702.1,48684.29
,STATE BANK OF INDIA*,112342.99,160303.65,9023.76,40195.42,223427.46,58277.38,110854.7
,SYNDICATE BANK,17609.31,14309.28,3759.98,2400.01,25758.6,10410.98,13239.46
,UCO BANK,22540.95,15033.8,4290.12,2734.71,30549.92,10703.39,14082.07
,UNION BANK OF INDIA,33712.28,21369.11,2234.51,3476.95,49369.93,18832.1,24326.31
,UNITED BANK OF INDIA,10951.99,8606.26,1139.23,1866.91,16552.11,6591.85,10316.3
,VIJAYA BANK,6381.78,4388.2,1703.9,1539.99,7526.09,4118.16,5021.24
,PUBLIC SECTOR BANKS,619209.66,488175.38,82280.21,129503.57,895601.26,344489.39,454472.66
,AXIS BANK LIMITED,21280.48,33419,8762.99,11687.85,34248.64,8626.55,16591.71
,BANDHAN BANK LIMITED,86.26,351.58,13.7,51,373.14,61.17,172.9
,CITY UNION BANK LIMITED,681.98,574.87,205.54,194.76,856.55,408.34,474.78
,CSB BANK LIMITED,600.1,281.16,112.1,5.03,764.13,447.64,416.29
,DCB BANK LIMITED,254.2,348.91,201.84,32.24,369.03,124.41,146.72
,DHANLAXMI BANK LIMITED,315.6,358.33,202.4,2.22,469.31,166.48,194.65
,FEDERAL BANK LTD,1727.05,2200.67,920.5,211.6,2795.62,941.2,1551.96
,HDFC BANK LTD.,5885.66,12958.99,6971.85,3265.83,8606.97,1843.99,2601.02
,ICICI BANK LIMITED,42159.39,28634.95,9185.5,8368.66,53240.18,25216.81,27823.56
,IDFC BANK LIMITED,1542.1,1251.58,16.8,997.83,1779.05,576.47,891.16
,INDUSIND BANK LTD,1054.87,3324.55,1891.73,782.78,1704.91,438.91,745.67
,JAMMU & KASHMIR BANK LTD,6000.01,3104.69,1486.27,1611.73,6006.7,2425.37,2791.12
,KARNATAKA BANK LTD,1581.59,2119.87,609.64,715.75,2376.07,974.73,1400.51
,KARUR VYSYA BANK LTD,1483.81,2091.75,197.33,362.47,3015.76,1033.46,1862.83
,KOTAK MAHINDRA BANK LTD.,3578.61,1858.21,1204.1,407.34,3825.38,1718.07,1665.05
,LAKSHMI VILAS BANK LTD,640.19,2916.02,589.99,272.01,2694.21,418.42,1457.89
,NAINITAL BANK LTD,164.27,47.89,31.21,13.47,167.48,39.51,38.25
,RBL BANK LTD,356.84,569.19,200.27,159.03,566.73,189.94,312.56
,SOUTH INDIAN BANK LTD,1149.01,1810.34,672.18,306.87,1980.3,674.56,1415.8
,TAMILNAD MERCANTILE BANK LTD,648.64,1242.16,428.57,593.95,868.28,381.92,513.29
,YES BANK LTD.,2018.557,8215.737,6898.899,708.593,2626.802,1072.268,1312.746
,PRIVATE SECTOR BANKS,93209.217,107680.447,40803.409,30751.013,129335.242,47780.218,64380.466
,AB BANK LIMITED,8.898,-,-,-,8.898,-,-
,ABU DHABI COMMERCIAL BANK PJSC,23.1076,-,-,-,23.1076,1.3521,-
,AMERICAN EXPRESS BANKING CORP.,47.5093,265.4029,126.8467,101.2165,84.849,19.9105,38.5472
,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,-,-,-,-,-,-,-
,"BANK OF AMERICA , NATIONAL ASSOCIATION",110,-,99,11,-,-,-
,BANK OF BAHRAIN & KUWAIT B.S.C.,58.52,30.08,11.77,58.21,18.62,0.02,12.72
,BANK OF CEYLON,1.05,-,0.08,-,0.97,-,-
,BANK OF NOVA SCOTIA,254.4246,-,34.0241,126.3756,94.0249,31.0799,-
,BARCLAYS BANK PLC,82.602,-,-,4.25,78.352,46.9177,-
,BNP PARIBAS,6.9,-,-,-,6.9,-,-
,CITIBANK N.A,847.51,905.3,427.34,459.65,865.82,252.02,305.07
,COOPERATIEVE RABOBANK U.A.,444.3479,-,1.5437,206.388,236.4162,167.729,-
,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,276.25,207.46,28.11,72.04,383.56,204.55,56.99
,CREDIT SUISSE AG,-,-,-,-,-,-,-
,"CTBC BANK CO., LTD.",71.94,-,4.28,60,7.66,6.74,0.17
,DBS BANK INDIA LIMITED,838.3834,497.7238,254.1367,143.7284,938.2421,462.4657,195.1196
,DEUTSCHE BANK AG,994.7728,384.1361,325.1466,30.4463,1023.316,327.6886,304.9161
,DOHA BANK Q.P.S.C.,9.3807,-,0.5,-,8.8807,2.3452,-
,EMIRATES NBD BANK (P.J.S.C.),-,-,-,-,-,-,-
,FIRST ABU DHABI BANK PJSC,-,-,-,-,-,-,-
,FIRSTRAND BANK LTD,24.4095,4.7437,15.5792,13.574,-,-,-
,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,896.9751,338.5256,245.2728,65.9616,924.2663,203.9783,144.0101
,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,46.9382,0.2352,-,-,47.1734,-,-
,INDUSTRIAL BANK OF KOREA,-,-,-,-,-,-,-
,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,-,-,-,-,-,-,-
,JSC VTB BANK,20.56,-,0.75,-,19.81,12.51,-
,KEB HANA BANK,-,-,-,-,-,-,-
,KRUNG THAI BANK PUBLIC COMPANY LIMITED,-,-,-,-,-,-,-
,MASHREQ BANK PSC,-,-,-,-,-,-,-
,MIZUHO BANK LTD,6.34,-,-,-,6.34,-,-
,"MUFG BANK, LTD.",10.25,70,5.12,-,75.13,0.86,53.35
,NATIONAL AUSTRALIA BANK,-,-,-,-,-,-,-
,PT BANK MAYBANK INDONESIA TBK,17.78,-,-,-,17.78,-,-
,QATAR NATIONAL BANK (Q.P.S.C),-,-,-,-,-,-,-
,SBERBANK,97.277,-,5.4307,-,91.8463,65.9989,-
,SBM BANK (INDIA) LIMITED,132.14,105.87,2.96,56.72,178.33,43.3,10.73
,SHINHAN BANK,-,-,-,-,-,-,-
,SOCIETE GENERALE,-,70,-,-,70,-,52.5
,SONALI BANK,4.4642,-,1.3189,-,3.1453,1.5388,0.1327
,STANDARD CHARTERED BANK,8032.6615,4140.0665,3127.2332,604.3939,8441.1009,121.3597,373.8457
,SUMITOMO MITSUI BANKING CORPORATION,-,-,-,-,-,-,-
,THE ROYAL BANK OF SCOTLAND N.V.,183.4984,-,19.3741,49.3876,114.7367,120.4144,-
,UNITED OVERSEAS BANK LTD,80.1936,-,-,-,80.1936,44.1065,-
,WESTPAC BANKING CORPORATION,-,-,-,-,-,-,-
,WOORI BANK,-,-,-,-,-,-,-
,FOREIGN BANKS,13629.0838,7019.5438,4735.8167,2063.3419,13849.469,2136.8853,1548.1014
,AU SMALL FINANCE BANK LIMITED,124.51,206.25,55.09,5.93,269.74,80.46,169.34
,CAPITAL SMALL FINANCE BANK LIMITED,13.9856,19.1576,12.0146,-,21.1286,9.7902,15.4314
,EQUITAS SMALL FINANCE BANK LIMITED,206.48,344.27,147.99,190.23,212.53,104.95,131.5
,SURYODAY SMALL FINANCE BANK LIMITED,51.25,51.79,3.68,42.79,56.57,37.4,35.49
,UJJIVAN SMALL FINANCE BANK LIMITED,16.3995,556.6906,120.6883,176.4814,275.9204,1.7971,50.9337
,UTKARSH SMALL FINANCE BANK LIMITED,-,200.04,142.57,-,57.47,-,33.72
,SMALL FINANCE BANKS,412.6251,1378.1982,482.0329,415.4314,893.359,234.3973,436.4151
2017,STATE BANK OF BIKANER AND JAIPUR,3602.76,9673.74,1013.87,1585.84,10676.79,2005.19,6829.7
,STATE BANK OF HYDERABAD,6590.91,15348.52,2297.77,1429.72,18211.94,3743.16,10193.83
,STATE BANK OF INDIA,98172.8,39071.38,4331.39,20569.8,112342.99,55807.02,58277.38
,STATE BANK OF MYSORE,3635.56,8249.01,1808.88,161.14,9914.55,2257.18,5824.34
,STATE BANK OF PATIALA,6766.57,29616.54,15008.04,3527.7,17847.37,3268.16,10840.33
,STATE BANK OF TRAVANCORE,3199.96,9618.3,3436.7,564.58,8816.98,1813.67,4966.64
,STATE BANK OF INDIA AND ITS ASSOCIATES,121968.56,111577.49,27896.65,27838.78,177810.62,68894.38,96932.22
,ALLAHABAD BANK,15384.57,11417,3671.69,2442.05,20687.83,10292.51,13433.51
,ANDHRA BANK,11443.63,9521.47,1672.01,1623.11,17669.98,6035.65,10354.81
,BANK OF BARODA,40521.04,13311.63,6598.4,4515.57,42718.7,19406.46,18080.18
,BANK OF INDIA,49879.13,16721.12,7325.18,7230.55,52044.52,27996.4,25305.03
,BANK OF MAHARASHTRA,10385.85,9119.05,959.08,1357.11,17188.71,6919.33,11229.56
,BHARATIYA MAHILA BANK LTD.,1.35,53.95,0.31,-,54.99,0.71,46.16
,CANARA BANK,31637.83,11652.11,3543.12,5544.78,34202.04,20832.91,21648.98
,CENTRAL BANK OF INDIA,22720.88,10487.82,3561.74,2395.63,27251.33,13241.8,14217.83
,CORPORATION BANK,14544.25,7762.42,1687.76,3573.69,17045.22,9160.14,11692.18
,DENA BANK,8560.49,6767.37,1875.74,833.39,12618.73,5230.47,7735.12
,IDBI BANK LIMITED,24875.07,27595.02,4849.3,2868.2,44752.59,14643.39,25205.8
,INDIAN BANK,8827.04,3330.66,1067.14,1225.42,9865.14,5419.4,5606.57
,INDIAN OVERSEAS BANK,30048.63,13003.7,5660.04,2294.03,35098.26,19212.58,19749.32
,ORIENTAL BANK OF COMMERCE,14701.78,12222.3,1756.49,2308.32,22859.27,9932.15,14117.83
,PUNJAB AND SIND BANK,4229.05,2900.06,340.88,490.64,6297.59,2949.47,4375.08
,PUNJAB NATIONAL BANK,55818.33,22414.58,13657.34,9205.12,55370.45,35422.56,32702.1
,SYNDICATE BANK,13832.16,8137.95,3090.11,1270.69,17609.31,9014.87,10410.98
,UCO BANK,20907.73,9928.16,6320.22,1928.04,22540.95,11443.59,10703.39
,UNION BANK OF INDIA,24170.89,13243.89,2438.84,1263.66,33712.28,14025.94,18832.1
,UNITED BANK OF INDIA,9471.01,3533.08,1338.39,713.71,10951.99,6110.71,6591.85
,VIJAYA BANK,6027.07,2893.44,1470.44,1068.29,6381.78,4276.82,4118.16
,NATIONALISED BANKS,417987.78,216016.78,72884.22,54152,506921.66,251567.86,286156.54
,AXIS BANK LIMITED,6087.51,21781.79,4366.73,2222.09,21280.48,2522.14,8626.55
,BANDHAN BANK LIMITED,18.77,103.37,4.69,31.19,86.26,10.24,61.17
,CITY UNION BANK LIMITED,511.98,479.61,146.15,163.46,681.98,323.15,408.34
,CSB BANK LIMITED,446.91,367,75.06,138.75,600.1,345.15,447.64
,DCB BANK LIMITED,197.38,261.97,160.8,44.35,254.2,97.46,124.41
,DHANLAXMI BANK LIMITED,458.92,154.76,109.12,188.96,315.6,193.19,166.48
,FEDERAL BANK LTD,1667.77,1074.99,779.29,236.42,1727.05,950.01,941.2
,HDFC BANK LTD.,4392.83,7126.17,3247.4,2385.94,5885.66,1320.37,1843.99
,ICICI BANK LIMITED,26221.25,33546.61,5416.56,12191.91,42159.39,12963.08,25216.81
,IDFC BANK LIMITED,3058.3,980.68,2496.87,0.01,1542.1,1139.04,576.47
,INDUSIND BANK LTD,776.82,1429.27,685.69,465.53,1054.87,321.75,438.91
,JAMMU & KASHMIR BANK LTD,4368.61,3278.42,819.1,827.92,6000.01,2163.95,2425.37
,KARNATAKA BANK LTD,1180.4,1348.37,489.17,458.01,1581.59,795.47,974.73
,KARUR VYSYA BANK LTD,511.18,1330.83,94.43,263.77,1483.81,216.17,1033.46
,KOTAK MAHINDRA BANK LTD.,2838.11,1797.13,634.37,422.26,3578.61,1261.96,1718.07
,LAKSHMI VILAS BANK LTD,391.25,597.2,256.75,91.5,640.19,231.64,418.42
,NAINITAL BANK LTD,121.04,87.48,43.63,0.62,164.27,27.73,39.51
,RBL BANK LTD,208.05,533.41,315.95,68.67,356.84,124.44,189.94
,SOUTH INDIAN BANK LTD,1562.36,1697.96,2037.48,73.83,1149.01,1185.26,674.56
,TAMILNAD MERCANTILE BANK LTD,418.94,727.94,254.49,243.75,648.64,200.74,381.92
,YES BANK LTD.,748.981,2632.322,1220.663,142.083,2018.557,284.474,1072.268
,PRIVATE SECTOR BANKS,56187.361,81337.282,23654.393,20661.023,93209.217,26677.414,47780.218
,AB BANK LIMITED,8.898,-,-,-,8.898,3.7,-
,ABU DHABI COMMERCIAL BANK PJSC,23.1076,-,-,-,23.1076,1.3521,1.3521
,AMERICAN EXPRESS BANKING CORP.,49.6326,209.5655,105.2388,106.45,47.5093,24.7821,19.9105
,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,-,-,-,-,-,-,-
,"BANK OF AMERICA , NATIONAL ASSOCIATION",-,110,-,-,110,-,-
,BANK OF BAHRAIN & KUWAIT B.S.C.,71.61,0.04,8.57,4.56,58.52,21.29,0.02
,BANK OF CEYLON,1.33,-,0.06,0.22,1.05,-,-
,BANK OF NOVA SCOTIA,355.0387,0.2295,-,100.8436,254.4246,174.1324,31.0799
,BARCLAYS BANK PLC,185.5148,78.1961,8.1959,172.913,82.602,0.5719,46.9177
,BNP PARIBAS,12.08,-,5.18,-,6.9,-,-
,CITIBANK N.A,860.51,794.67,442.3,365.37,847.51,302.2,252.02
,COMMONWEALTH BANK OF AUSTRALIA,-,-,-,-,-,-,-
,COOPERATIEVE RABOBANK U.A.,20,424.3479,-,-,444.3479,17,167.729
,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,237.62,360.11,58.31,263.17,276.25,175.58,204.55
,CREDIT SUISSE AG,-,-,-,-,-,-,-
,"CTBC BANK CO., LTD.",63.81,8.13,-,-,71.94,45.26,6.74
,DBS BANK INDIA LIMITED,1632.7054,601.9036,451.5822,944.6434,838.3834,766.6062,462.4657
,DEUTSCHE BANK AG,199.1244,968.6485,157.0074,15.9927,994.7728,110.4723,327.6886
,DOHA BANK Q.P.S.C.,-,9.3807,-,-,9.3807,-,2.3452
,FIRST ABU DHABI BANK PJSC,-,-,-,-,-,-,-
,FIRSTRAND BANK LTD,65.7918,0.238,-,41.6203,24.4095,31.3877,-
,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,835.786,560.8391,360.1593,139.4907,896.9751,211.3123,203.9783
,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,48.0059,0.8726,1.9403,-,46.9382,36.0044,-
,INDUSTRIAL BANK OF KOREA,-,-,-,-,-,-,-
,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,-,64.85,-,64.85,-,-,-
,JSC VTB BANK,19.9,12.06,11.4,-,20.56,12.65,12.51
,KEB HANA BANK,-,-,-,-,-,-,-
,KRUNG THAI BANK PUBLIC COMPANY LIMITED,-,-,-,-,-,-,-
,MASHREQ BANK PSC,-,-,-,-,-,-,-
,MIZUHO BANK LTD,6.34,-,-,-,6.34,-,-
,"MUFG BANK, LTD.",97.65,10.25,-,97.65,10.25,0.97,0.86
,NATIONAL AUSTRALIA BANK,-,-,-,-,-,-,-
,PT BANK MAYBANK INDONESIA TBK,-,17.78,-,-,17.78,-,-
,SBERBANK,99.8667,-,2.5897,-,97.277,80.0182,65.9989
,SBM BANK (INDIA) LIMITED,72.28,75.71,2.85,13,132.14,31.07,43.3
,SHINHAN BANK,-,-,-,-,-,-,-
,SOCIETE GENERALE,-,-,-,-,-,-,-
,SONALI BANK,3.0241,1.4684,0.0283,-,4.4642,0.7374,1.5388
,STANDARD CHARTERED BANK,10835.5383,2031.8088,2021.3888,2813.2968,8032.6615,714.7858,121.3597
,SUMITOMO MITSUI BANKING CORPORATION,-,-,-,-,-,-,-
,THE ROYAL BANK OF SCOTLAND N.V.,-,183.4984,-,-,183.4984,-,120.4144
,UNITED OVERSEAS BANK LTD,-,80.1936,-,-,80.1936,-,44.1065
,WESTPAC BANKING CORPORATION,-,-,-,-,-,-,-
,WOORI BANK,-,-,-,-,-,-,-
,FOREIGN BANKS,15805.1643,6604.7907,3636.8007,5144.0705,13629.0838,2761.8828,2136.8853
,CAPITAL SMALL FINANCE BANK LIMITED,8.4295,12.1146,6.4024,0.1561,13.9856,5.1319,9.7902
,EQUITAS SMALL FINANCE BANK LIMITED,55.25,274.54,96.14,27.17,206.48,40.55,104.95
,SMALL FINANCE BANKS,63.6795,286.6546,102.5424,27.3261,220.4656,45.6819,114.7402
2016,STATE BANK OF BIKANER AND JAIPUR,2945.14,2719.49,1209.53,852.34,3602.76,1769.17,2005.19
,STATE BANK OF HYDERABAD,4984.77,5818.75,3008.67,1203.94,6590.91,2348.51,3743.16
,STATE BANK OF INDIA,56725.34,64198.49,6987.77,15763.26,98172.8,27590.58,55807.02
,STATE BANK OF MYSORE,2136.42,3573.35,1486.18,588.03,3635.56,1121.58,2257.18
,STATE BANK OF PATIALA,4359.73,9230.86,5667.85,1156.17,6766.57,3049.23,3268.16
,STATE BANK OF TRAVANCORE,2357.05,5236.21,3643.28,750.02,3199.96,1398.66,1813.67
,STATE BANK OF INDIA AND ITS ASSOCIATES,73508.45,90777.15,22003.28,20313.76,121968.56,37277.73,68894.38
,ALLAHABAD BANK,8357.97,12924.81,2242.96,3655.25,15384.57,5978.89,10292.51
,ANDHRA BANK,6876.54,6332.04,950.63,814.32,11443.63,3688.63,6035.65
,BANK OF BARODA,16261.44,27828.38,2014.63,1554.15,40521.04,8069.49,19406.46
,BANK OF INDIA,22193.24,34510.58,4496.27,2328.42,49879.13,13517.57,27996.4
,BANK OF MAHARASHTRA,6402.06,5723.85,836.74,903.32,10385.85,4175.79,6832.03
,BHARATIYA MAHILA BANK LTD.,-,1.35,-,-,1.35,-,0.71
,CANARA BANK,13039.96,24724.06,2739.22,3386.97,31637.83,8740.09,20832.91
,CENTRAL BANK OF INDIA,11873,15145,3018,1279,22721,6807,13242
,CORPORATION BANK,7106.67,10581.98,649.56,2494.84,14544.25,4464.98,9160.14
